# Enu Ex El Plx Ply Plz vtx_x vtx_y vtx_z mu_propagated_dist vtx_dist_to_detector E_mu_at_detector w
43962.6 10714.6 33249 -52.7547 33249 -16.786 8.08457 -6814.82 -1.92985 3213.24 6814.83 0.105658 0.7035
14213.3 8974.35 5239.9 -5.61151 5239.89 9.77996 -8.23046 -50.5455 9.40936 2252.14 52.0685 5050.28 0.238583
7933.8 7809.68 125.06 -2.23157 125.036 -1.01725 14.6805 -407.228 20.441 205.228 408.005 0.105658 0.124491
54723.9 7389.48 47335.3 33.0686 47335.3 -54.5023 -4.96106 -5356.76 14.8826 900.722 5356.78 0.105658 0.848086
10774.9 8895.85 1880 -10.8515 1879.82 23.7245 2.22408 -1212.57 -21.828 1463.34 1212.77 159.846 0.176691
309.316 217.165 93.0897 0.101815 92.9941 4.21582 -2.93908 -136.436 -17.2221 127.481 137.55 0.105658 0.000912328
26472.5 7211.61 19261.8 3.21135 19261.8 -7.80711 3.30683 -271.603 -16.2504 2612.99 272.109 12000.2 0.444335
9521.05 6884.11 2637.88 2.72448 2637.88 0.280139 -11.0501 -1286.65 19.6231 1284 1286.85 0.105658 0.153736
66765.9 18544.8 48222 -0.881363 48222 -7.31654 3.37026 -5982.48 20.8249 1428.54 5982.52 0.105658 0.999736
29174.2 7202.41 21972.7 -26.0488 21972.7 36.6899 1.79197 -841.583 -19.7568 2592.69 841.816 2392.2 0.486732
89181.1 29052.6 60129.4 51.1911 60129.4 -10.3727 -11.2705 -910.934 -14.7157 4096.81 911.122 27613.2 1.25957
10265.2 4763.3 5502.83 -2.86494 5502.83 1.29348 4.64434 -16.1586 -12.3118 1575.11 20.8387 5423.03 0.167379
15895.4 6716.52 9179.8 -0.570824 9179.8 3.96998 -1.28568 -66.9065 19.397 3266.47 69.6733 8768.64 0.268207
281.838 179.387 103.39 -4.40279 103.203 -4.39511 -4.31138 -85.3569 8.49053 105.516 85.8865 11.2771 0.000772554
10951.4 1211.46 9740.86 4.97082 9740.86 -9.06204 -2.74445 -785.168 -7.36887 3019 785.207 4954.69 0.179908
7914.52 4747.49 3167.98 7.87955 3167.89 -22.1411 -10.5731 -1068.39 25.237 1905.98 1068.74 811.578 0.124134
2258.51 316.037 1943.41 7.70069 1943.38 6.60368 5.30348 -901.363 -4.13858 1788.63 901.388 670.745 0.0238833
9301.75 4438.45 4864.24 19.444 4864.2 -6.51979 -18.165 -4027.44 -2.25292 1924.46 4027.48 0.105658 0.149705
62508.5 3582.88 58926.5 -12.7673 58926.5 6.80325 -1.17044 -6500.58 1.43375 4663.36 6500.58 0.105658 0.947226
10101.5 335.678 9766.78 2.44435 9766.77 12.0596 -2.09475 -369.399 -8.25011 1703.21 369.497 3907.19 0.164384
12413.7 3242.76 9171.9 -19.4039 9171.87 15.0611 -4.88228 -1359.54 5.57823 3602.3 1359.56 3570.97 0.206401
16663.1 14544.9 2119.09 -2.48841 2119.07 8.54722 13.4224 -3739.29 -17.3091 1221.29 3739.35 0.105658 0.281574
